level,chars,pinyin,new_words
五级,毒,dú,"['毒品', '中毒', '病毒', '杀毒', '有毒']"
五级,烂,làn,[]
五级,控,kòng,"['控制', '操控', '调控', '监控']"
五级,剩,shèng,"['剩下', '过剩', '剩余']"
五级,胡,hú,"['胡说', '胡子', '胡同儿']"
五级,虎,hǔ,['马虎']
五级,蛇,shé,[]
五级,吐,tǔ,[]
五级,吐,tù,[]
五级,软,ruǎn,"['软件', '软实力']"
五级,甲,jiǎ,['指甲']
五级,扔,rēng,[]
五级,涨,zhǎng,"['高涨', '水涨船高', '上涨', '涨价']"
五级,稍,shāo,"['稍稍', '稍微', '稍后']"
五级,锁,suǒ,"['拉锁', '连锁', '连锁店', '锁定', '封锁']"
五级,欠,qiàn,"['拖欠', '欠条']"
五级,曲,qǔ,"['曲线', '乐曲', '小曲', '歌曲', '戏曲']"
五级,乘,chéng,"['乘车', '乘坐', '可乘之机', '搭乘', '乘客']"
五级,肯,kěn,"['肯定', '不肯']"
五级,挡,dǎng,[]
五级,籍,jí,"['书籍', '国籍', '外籍']"
五级,散,sǎn,"['散步', '解散', '分散', '散发', '散布', '散文']"
五级,拼,pīn,['拼命']
五级,委,wěi,"['委托', '委员', '评委', '委员会']"
五级,熊,xióng,['大熊猫']
五级,狂,kuáng,"['狂热', '疯狂']"
五级,劝,quàn,"['劝说', '劝告']"
五级,颗,kē,[]
五级,绕,rào,"['绕行', '环绕']"
五级,臭,chòu,[]
五级,索,suǒ,"['摸索', '线索', '搜索', '索性', '索取', '利索']"
五级,博,bó,"['博客', '微博', '博士', '博物馆', '赌博']"
五级,醉,zuì,[]
五级,幅,fú,"['幅度', '大幅度', '篇幅']"
五级,夹,jiā,[]
五级,挤,jǐ,['挤压']
五级,亏,kuī,"['吃亏', '亏本', '多亏']"
五级,尤,yóu,"['尤其', '尤为']"
五级,拆,chāi,"['拆迁', '拆除']"
五级,烤,kǎo,"['烤肉', '烧烤']"
五级,喷,pēn,[]
五级,煤,méi,['煤气']
五级,钢,gāng,['钢笔']
五级,丑,chǒu,"['出丑', '小丑', '丑恶', '丑闻']"
五级,私,sī,"['大公无私', '私下', '私有', '私事', '私自', '无私', '自私自利', '私立', '私人', '走私', '私家车', '私房钱', '自私', '私营']"
五级,罚,fá,"['处罚', '罚款']"
五级,摔,shuāi,['摔倒']
五级,献,xiàn,"['献血', '文献']"
五级,暂,zàn,"['暂时', '短暂', '暂停']"
五级,鸭,yā,"['烤鸭', '鸭子']"
五级,扶,fú,['扶持']
五级,键,jiàn,"['关键', '键盘', '按键']"
五级,挣,zhèng,"['挣钱', '挣扎']"
五级,邀,yāo,"['邀请', '特邀', '应邀']"
五级,恋,liàn,"['留恋', '失恋', '恋爱']"
五级,堆,duī,[]
五级,击,jī,"['反击', '打击', '撞击', '点击率', '射击', '冲击']"
五级,汗,hàn,"['出汗', '汗水']"
五级,剪,jiǎn,"['剪刀', '剪子']"
五级,灰,huī,"['灰心', '灰色']"
五级,忍,rěn,"['忍不住', '容忍', '忍受', '忍心']"
五级,赔,péi,"['赔钱', '索赔']"
五级,瘦,shòu,[]
五级,唯,wéi,"['唯独', '唯一']"
五级,雄,xióng,"['英雄', '雄厚']"
五级,拒,jù,"['抗拒', '拒绝']"
五级,锅,guō,"['火锅', '电饭锅']"
五级,执,zhí,"['执法', '执行', '争执', '执照', '执着', '执意']"
五级,朗,lǎng,"['朗读', '明朗', '硬朗', '开朗']"
五级,饼,bǐng,"['月饼', '饼干']"
五级,泛,fàn,"['宽泛', '广泛']"
五级,劳,láo,"['多劳多得', '劳累', '劳务', '劳动', '操劳', '劳动力', '功劳']"
五级,邻,lín,"['邻国', '邻居']"
五级,辑,jí,"['编辑', '专辑']"
五级,盾,dùn,['后盾']
五级,坦,tǎn,"['坦然', '坦克', '坦白', '平坦', '坦诚', '坦率']"
五级,仔,zǎi,['仔细']
五级,仔,zǐ,['仔细']
五级,滑,huá,"['滑冰', '滑雪', '光滑']"
五级,竞,jìng,"['竞选', '竞相', '竞争', '竞赛']"
五级,敲,qiāo,"['推敲', '敲门']"
五级,饰,shì,"['服饰', '首饰', '装饰']"
五级,抬,tái,['抬头']
五级,胆,dǎn,"['胆子', '胆小', '大胆', '提心吊胆']"
五级,琴,qín,"['小提琴', '钢琴']"
五级,扇,shān,['扇子']
五级,扇,shàn,['扇子']
五级,模,mú,"['大规模', '大模大样', '规模', '模特儿', '模型', '模式', '模样', '模范', '模拟', '一模一样']"
五级,织,zhī,['组织']
五级,闲,xián,['说闲话']
五级,域,yù,"['海域', '领域', '区域', '水域', '地域', '流域']"
五级,糟,zāo,['乱七八糟']
五级,碎,suì,"['破碎', '粉碎']"
五级,弃,qì,"['丢弃', '嫌弃', '放弃', '抛弃']"
五级,摩,mó,"['观摩', '摩托', '摩擦', '按摩']"
五级,贺,hè,"['贺卡', '祝贺', '贺电', '贺信']"
五级,舍,shè,"['舍不得', '恋恋不舍', '舍得', '依依不舍']"
五级,舍,shě,"['舍不得', '恋恋不舍', '舍得', '依依不舍']"
五级,竹,zhú,"['爆竹', '胸有成竹', '竹子']"
五级,盒,hé,"['盒子', '盒饭']"
五级,饮,yǐn,"['饮料', '饮用水', '饮水', '饮食']"
五级,胃,wèi,['胃口']
五级,宾,bīn,"['来宾', '宾馆', '贵宾']"
五级,冠,guàn,"['冠军', '夺冠']"
五级,拔,bá,"['提拔', '一毛不拔', '选拔', '海拔']"
五级,敬,jìng,"['敬请', '敬爱', '敬意', '敬礼', '敬而远之', '敬业', '敬重', '致敬', '敬酒']"
五级,贷,dài,"['信贷', '贷款']"
五级,闯,chuǎng,[]
五级,返,fǎn,"['重返', '返回', '返还', '往返']"
五级,兔,tù,[]
五级,摘,zhāi,[]
五级,乙,yǐ,[]
五级,润,rùn,"['湿润', '利润', '红润']"
五级,启,qǐ,"['开启', '启动', '启迪', '启发', '启事', '启蒙']"
五级,戒,jiè,"['戒指', '戒备', '戒烟']"
五级,筑,zhù,"['建筑物', '建筑师', '建筑']"
五级,辛,xīn,"['辛苦', '辛酸']"
五级,惠,huì,"['恩惠', '优惠', '实惠']"
五级,尊,zūn,"['自尊心', '尊严', '自尊', '尊敬', '尊贵', '尊重']"
五级,披,pī,['披露']
五级,掌,zhǎng,"['掌管', '掌握', '掌声', '手掌']"
五级,幕,mù,"['闭幕', '内幕', '闭幕式', '幕后', '银幕', '开幕', '字幕', '开幕式']"
五级,荣,róng,"['光荣', '荣获']"
五级,梨,lí,[]
五级,协,xié,"['协议书', '协调', '协会', '协商', '齐心协力', '协定', '协同', '协助', '协议', '协作']"
五级,鼓,gǔ,"['一鼓作气', '鼓舞', '鼓掌', '鼓动', '敲边鼓']"
五级,辞,cí,"['辞呈', '推辞', '辞职', '辞去', '不辞而别', '辞典', '辞退', '告辞', '言辞', '致辞']"
五级,漏,lòu,['漏洞']
五级,奈,nài,"['无奈', '无可奈何']"
五级,叉,chā,"['交叉', '叉子']"
五级,紫,zǐ,[]
五级,驾,jià,"['驾车', '驾照']"
五级,池,chí,"['池子', '电池']"
五级,豪,háo,"['富豪', '豪华', '自豪']"
五级,震,zhèn,"['震动', '地震', '震惊']"
五级,艳,yàn,['艳丽']
五级,押,yā,"['押金', '扣押']"
五级,损,sǔn,"['损坏', '损人利己', '损失', '磨损', '损害', '亏损', '损伤']"
五级,匹,pǐ,['匹配']
五级,岸,àn,"['岸上', '两岸', '沿岸', '海岸']"
五级,染,rǎn,"['传染病', '传染', '感染力', '感染']"
五级,俱,jù,"['俱乐部', '与时俱进', '与日俱增', '面面俱到', '一应俱全']"
五级,尝,cháng,"['尝试', '品尝']"
五级,纲,gāng,"['纲要', '纲领', '大纲']"
五级,耐,nài,"['耐心', '耐人寻味', '耐性', '不耐烦', '忍耐', '能耐']"
五级,斜,xié,['倾斜']
五级,沟,gōu,['沟通']
五级,赠,zèng,"['捐赠', '赠送']"
五级,拾,shí,['收拾']
五级,鼻,bí,['鼻子']
五级,虚,xū,"['空虚', '虚假', '弄虚作假', '虚弱', '虚拟', '虚心', '虚构', '虚伪']"
五级,伸,shēn,"['伸手', '伸张', '伸缩']"
五级,拥,yōng,"['拥有', '拥护', '拥挤', '拥抱']"
五级,辅,fǔ,"['辅导', '相辅相成', '辅助']"
五级,珍,zhēn,"['珍贵', '珍视', '珍重', '珍藏']"
五级,恢,huī,['恢复']
五级,慌,huāng,"['心慌', '慌乱', '慌张', '恐慌', '慌忙', '惊慌']"
五级,辈,bèi,"['长辈', '一辈子', '前辈']"
五级,柜,guì,"['柜台', '柜子', '书柜', '专柜']"
五级,扮,bàn,"['装扮', '扮演', '打扮']"
五级,触,chù,"['抵触', '接触', '触摸', '触觉', '感触', '触犯', '触动', '触目惊心']"
五级,频,pín,"['视频', '频道', '频频', '频率']"
五级,偶,ǒu,"['偶然', '偶尔', '偶像', '木偶', '配偶']"
五级,犹,yóu,['犹如']
五级,鼠,shǔ,['鼠标']
五级,歇,xiē,[]
五级,壁,bì,"['壁画', '墙壁', '隔壁', '戈壁']"
五级,违,wéi,"['久违', '违反', '违法', '违约', '违章', '违规', '违背']"
五级,享,xiǎng,"['共享', '分享', '享有', '享受']"
五级,猴,hóu,[]
五级,寿,shòu,"['寿司', '长寿', '寿命']"
五级,冻,dòng,"['冻结', '冷冻']"
五级,仿,fǎng,"['仿佛', '模仿', '仿制']"
五级,珠,zhū,"['珠宝', '珍珠', '圆珠笔']"
五级,碍,ài,['碍事']
五级,胶,jiāo,"['胶水', '胶片', '胶带']"
五级,朵,duǒ,['耳朵']
五级,裁,cái,"['制裁', '总裁', '裁判', '裁定', '裁决']"
五级,漫,màn,"['漫游', '漫画', '漫长', '浪漫']"
五级,肌,jī,['肌肉']
五级,革,gé,"['变革', '改革开放', '改革', '革新', '革命']"
五级,污,wū,"['贪污', '污染', '污水']"
五级,询,xún,"['询问', '查询']"
五级,愁,chóu,"['犯愁', '发愁', '忧愁']"
五级,灾,zāi,"['灾害', '受灾', '火灾', '灾难', '水灾', '灾区', '救灾']"
五级,彼,bǐ,"['彼此', '此起彼伏']"
五级,糕,gāo,"['蛋糕', '糟糕']"
五级,估,gū,"['评估', '估计', '估算', '低估']"
五级,勤,qín,"['后勤', '勤快', '辛勤', '勤劳']"
五级,泼,pō,"['泼冷水', '活泼']"
五级,肩,jiān,['肩负']
五级,洒,sǎ,[]
五级,柴,chái,['火柴']
五级,遵,zūn,"['遵照', '遵守']"
五级,铃,líng,"['电铃', '门铃', '铃声']"
五级,羽,yǔ,['羽毛球']
五级,矛,máo,"['自相矛盾', '矛头', '矛盾']"
五级,悲,bēi,"['悲伤', '悲惨', '可悲', '悲剧', '悲痛', '悲观', '悲欢离合']"
五级,析,xī,"['分析', '解析']"
五级,怨,yuàn,"['怨言', '埋怨', '怨气', '抱怨', '恩怨', '怨恨']"
五级,桃,táo,"['桃树', '核桃', '桃花']"
五级,敏,mǐn,"['灵敏', '敏感', '过敏']"
五级,详,xiáng,"['详细', '耳熟能详', '详尽']"
五级,宿,sù,"['食宿', '住宿', '宿舍', '风餐露宿', '归宿']"
五级,繁,fán,"['繁重', '频繁', '繁荣', '繁忙', '繁体字', '繁华']"
五级,豫,yù,"['毫不犹豫', '犹豫不决', '犹豫']"
五级,硕,shuò,"['硕士', '硕果', '丰硕']"
五级,欣,xīn,"['欣欣向荣', '欣喜', '欣赏']"
五级,旦,dàn,"['一旦', '元旦']"
五级,肠,cháng,"['心肠', '香肠']"
五级,驶,shǐ,"['驾驶', '行驶']"
五级,振,zhèn,"['振作', '振兴', '振动']"
五级,糊,hú,"['模糊', '糊涂', '一塌糊涂', '含糊']"
五级,玻,bō,[]
五级,偿,cháng,"['如愿以偿', '补偿', '偿还', '得不偿失', '赔偿', '无偿']"
五级,傅,fù,['师傅']
五级,葡,pú,[]
五级,厨,chú,"['厨师', '厨房']"
五级,盆,pén,['脸盆']
五级,悔,huǐ,"['悔恨', '后悔']"
五级,忆,yì,"['回忆', '记忆', '记忆犹新', '回忆录']"
五级,龄,líng,"['年龄', '高龄']"
五级,貌,mào,"['礼貌', '外貌', '面貌', '风貌']"
五级,咳,ké,['止咳']
五级,卧,wò,"['卧室', '卧铺']"
五级,眠,mián,"['睡眠', '休眠', '失眠', '催眠', '安眠药']"
五级,扰,rǎo,"['扰乱', '打扰', '骚扰', '困扰', '干扰']"
五级,慰,wèi,"['慰问', '慰劳', '安慰', '欣慰']"
五级,脆,cuì,"['干脆', '脆弱', '清脆']"
五级,乏,fá,['缺乏']
五级,览,lǎn,"['展览', '博览会', '游览', '展览会', '阅览室']"
五级,悉,xī,"['据悉', '获悉', '熟悉']"
五级,励,lì,"['激励', '奖励', '励志', '鼓励']"
五级,肃,sù,['严肃']
五级,幽,yōu,['幽默']
五级,夕,xī,"['除夕', '前夕', '朝夕相处']"
五级,聪,cōng,['聪明']
五级,贸,mào,"['贸易', '外贸', '经贸']"
五级,绒,róng,['羽绒服']
五级,央,yāng,['中央']
五级,惜,xī,"['珍惜', '可惜', '不惜', '爱惜']"
五级,帘,lián,"['窗帘', '帘子']"
五级,厌,yàn,"['讨厌', '厌烦']"
五级,逻,luó,"['巡逻', '逻辑']"
五级,郊,jiāo,"['郊游', '郊外', '郊区']"
五级,谊,yì,"['友谊', '情谊']"
五级,肤,fū,"['皮肤', '肌肤']"
五级,诊,zhěn,"['会诊', '确诊', '诊断', '诊所', '就诊', '急诊', '门诊']"
五级,厉,lì,"['厉害', '严厉']"
五级,艰,jiān,"['艰辛', '艰难', '艰苦奋斗', '艰苦', '艰险', '艰巨']"
五级,漠,mò,"['沙漠', '漠然', '冷漠']"
五级,脾,pí,"['脾气', '发脾气']"
五级,倡,chàng,"['倡议', '倡导', '提倡']"
五级,怜,lián,"['可怜', '怜惜']"
五级,悄,qiāo,['悄悄']
五级,柿,shì,"['柿子', '西红柿']"
五级,璃,lí,['玻璃']
五级,萄,táo,"['葡萄酒', '葡萄']"
五级,蔬,shū,['蔬菜']
